,destination,hotel_name,hotel_score,latitude,longitude,description,url
262,Lille ,Moxy Lille City,"8,5",50.627831,3.063592,"Bénéficiant d’un emplacement idéal dans le centre de Lille, le Moxy Lille City propose des chambres climatisées, une salle de sport, une connexion Wi-Fi gratuite et une terrasse. Cet établissement 3 étoiles est doté d’un bar. Vous pourrez profiter d’un parking privé sur place.

Tous les logements disposent d’une télévision à écran plat. Leur salle de bains privative est pourvue d’une douche, d’un sèche-cheveux et d’articles de toilette gratuits.

Le Moxy Lille City sert un petit-déjeuner buffet tous les matins.

Le personnel de la réception parle français et anglais.

L’établissement se trouve à proximité de sites d’intérêt tels que la maison Coilliot, le grand magasin Printemps et l’Hospice Gantois. L’aéroport de Lille-Lesquin, le plus proche, se trouve à 7 km du Moxy Lille City.",https://www.booking.com/hotel/fr/moxy-lille-city-center-france.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
263,Lille ,Appartement F3 & Solferino,,50.6245301,3.0677461,"Set 700 metres from Coilliot House and less than 1 km from Hospice Gantois, Appartement F3 & Solferino offers accommodation in the heart of Lille. It is situated 1.4 km from Lille Grand Palais and offers an ATM.

The apartment is fitted with 2 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a toaster and a fridge. Towels and bed linen are offered in the apartment.

A bicycle rental service is available at the apartment.

Popular points of interest near Appartement F3 & Solferino include Lille Flandres Train Station, Grand Place Lille and Printemps Gallery. The nearest airport is Lille Airport, 6 km from the accommodation.",https://www.booking.com/hotel/fr/appartement-f3-amp-solferino.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
264,Lille ,Hotel Chagnot,"8,0",50.63624596,3.06924239,"L'Hotel Chagnot est situé dans le centre-ville de Lille, juste en face de la gare de Lille-Flandres et à 10 minutes à pied de la gare de Lille-Europe. L’établissement propose des hébergements modernes et une connexion Wi-Fi gratuite. Les centres de conventions Nouveau Siècle et Lille Grand Palais se trouvent à 1 km.

Tous les hébergements insonorisés comprennent une télévision par satellite à écran plat et 1 salle de bains privative pourvue d’une douche.

L'Hotel Chagnot sert un petit-déjeuner express à emporter.

L’aéroport de Lille-Lesquin est implanté à 8,8 km de l’hôtel. Le musée du Palais des Beaux-Arts se trouve à 15 minutes à pied de l'hôtel. Vous rejoindrez les grands magasins Printemps et Galeries Lafayette en 10 minutes de marche, tandis que l’opéra de Lille vous attend à 450 mètres. Le stade Pierre Mauroy est accessible en 16 minutes de route.",https://www.booking.com/hotel/fr/hotel-balladins-superior-lille-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
265,Lille ,Au Beau Lieu de Metz,,50.6459358,3.0595867,"Offering free WiFi and free private parking, Au Beau Lieu de Metz is set in Lille, within just 1.2 km of Lille Opera. This apartment is 2 km from Hospice Gantois and 2.5 km from Tour de Lille.

The 1-bedroom apartment is fitted with a living room with flat-screen TV, and a fully equipped kitchen.

Popular points of interest near the apartment include Grand Place Lille, Lille Flandres Train Station and Lille Europe Train Station. The nearest airport is Lille Airport, 11 km from Au Beau Lieu de Metz.",https://www.booking.com/hotel/fr/au-beau-lieu-de-metz.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
267,Amiens ,Le cocon amiénois,"8,5",49.8946946,2.305991,"Doté d'un balcon, l'établissement Le cocon amiénois est situé à Amiens, à seulement 700 mètres du parc des jardins flottants et à 500 mètres du musée Berny. Il se trouve à 800 mètres de la gare d'Amiens et dispose d'une connexion Wi-Fi gratuite dans tout l'établissement.

Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur la cour intérieure.

Vous séjournerez à 3,5 km du Zénith d'Amiens et à 500 mètres du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 65 km.",https://www.booking.com/hotel/fr/super-appartement-coeur-historique-d-amiens-2-pers-amiens1.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from=searchresults
268,Amiens ,DOWNTOWN ROOFTOP - CENTRE VILLE - WiFi - TERRASSE - NETFLIX,"9,6",49.89220425,2.29473797,"Doté d'une terrasse, le DOWNTOWN ROOFTOP - CENTRE VILLE - WiFi - TERRASSE - NETFLIX est situé à Amiens, à seulement 800 mètres du musée Berny et à 1,8 km du parc des jardins flottants. Il se trouve à 1,2 km de la gare d'Amiens et dispose d'une connexion Wi-Fi gratuite dans tout l'établissement.

L'appartement comprend une chambre, un salon avec une télévision à écran plat et des services de streaming, une cuisine entièrement équipée avec un lave-vaisselle et un four ainsi qu'une salle de bains pourvue d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis.

La région est prisée pour pratiquer la randonnée.

Vous séjournerez à 2,9 km du Zénith d'Amiens et à 700 mètres du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 64 km.",https://www.booking.com/hotel/fr/downtown-rooftop-centre-ville-wifi-terrasse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from_sustainable_property_sr=1&from=searchresults
269,Amiens ,Première Classe Amiens,"6,1",49.91856793,2.29331338,"Le Première Classe Amiens se situe à 3 km du centre-ville d'Amiens et de sa cathédrale. Cet hôtel propose un jardin et une connexion Wi-Fi gratuite.

Toutes ses chambres disposent d'une armoire, d'un bureau et d'une télévision par satellite à écran plat. Elles comprennent une salle de bains avec douche.

Le petit-déjeuner est servi de 6h30 à 10h00 en semaine et de 7h00 à 10h00 le week-end. Des distributeurs automatiques de boissons et de collations sont disponibles à la réception.

Le première Classe Amiens se trouve à 5 km de l'autoroute A16 et à 9 km du club de golf de la ville. De plus, une connexion Wi-Fi est accessible gratuitement.",https://www.booking.com/hotel/fr/premia-re-classe-amiens.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from_sustainable_property_sr=1&from=searchresults
270,Amiens ,Grand Hotel de L'Univers,"7,7",49.89125423,2.30433606,"Le Grand Hôtel de L'Univers est situé au cœur d'Amiens, à seulement 100 mètres de la gare. Il propose des chambres insonorisées pourvues d'une télévision par satellite et d'une connexion Wi-Fi gratuite.

Le Grand Hôtel de L'Univers dispose d'une réception ouverte 24h/24 et toutes les chambres sont desservies par un ascenseur.

Le Grand Hôtel de L'Univers se trouve à seulement 5 minutes à pied de la cathédrale Notre-Dame et des jardins flottants. Vous pourrez également visiter plusieurs sites dédiés à la Grande Guerre dans la région.",https://www.booking.com/hotel/fr/bwlunivers.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from=searchresults
271,Amiens ,The Originals Boutique Hôtel Amiens Sud,"8,4",49.87961282,2.26665102,"Situé à Amiens, à 3,6 km du Zénith, l'établissement The Originals Boutique Hôtel Amiens Sud propose un jardin, un parking privé gratuit, un restaurant et un bar. Cet hôtel 3 étoiles propose une connexion Wi-Fi gratuite, une réception ouverte 24h/24 et une bagagerie. Cet établissement non-fumeurs se trouve à 3,8 km de la gare d'Amiens.

Toutes les chambres comprennent un bureau. Leur salle de bains privative est pourvue d'une douche et d'articles de toilette gratuits. Certaines chambres comprennent un coin salon. Le linge de lit et les serviettes sont fournis.

L'établissement sert un petit-déjeuner buffet ou américain.

Vous séjournerez à 3,7 km du musée Berny et à 4,5 km du parc des jardins flottants. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 61 km.",https://www.booking.com/hotel/fr/the-originals-boutique-amiens-sud-chu-amiens.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from_sustainable_property_sr=1&from=searchresults
272,Amiens ,Les Jardins de Jules Verne - Côté Jardin,"9,0",49.8860539,2.2902209,"L'établissement Les Jardins de Jules Verne - Côté Jardin est situé à Amiens, à 1,7 km de la gare d'Amiens, à 2,8 km du Zénith et à 1,5 km du musée Berny. Il dispose d'un jardin, d'une terrasse, d'une vue sur le jardin et d'une connexion Wi-Fi gratuite dans tout l'établissement.

Situé au rez-de-chaussée, cet appartement comprend une chambre, une télévision à écran plat ainsi qu'une cuisine entièrement équipée avec un lave-vaisselle, un four, un lave-linge, un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 2,4 km du parc des jardins flottants et à 1,4 km du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est à 63 km.",https://www.booking.com/hotel/fr/les-jardins-de-jules-verne-cote-jardin-amiens.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from=searchresults
273,Amiens ,Nemea Appart'hôtel Coliseum Amiens Centre,"8,8",49.8921749,2.2889352,"Situé à Amiens, en Picardie, à proximité de la gare et du Zénith d'Amiens, le Nemea Appart'hôtel Coliseum Amiens Centre propose des hébergements avec accès à une salle de sport. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement.

Les logements comprennent une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Leur kitchenette est équipée d'un micro-ondes, d'un grille-pain et d'un réfrigérateur. Vous y trouverez également des plaques de cuisson, des ustensiles de cuisine et une bouilloire.

Cet appart'hôtel sert un petit-déjeuner buffet tous les matins.

Le Nemea Appart'hôtel Coliseum Amiens Centre se trouve à 1,2 km du musée de Berny et à 2,6 km du parc des jardins flottants. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 64 km.",https://www.booking.com/hotel/fr/nemea-appart-coliseum.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from=searchresults
274,Amiens ,La Parenthèse Envoutée,"9,0",49.8883391,2.31217084,"Situé à Amiens, à moins de 500 mètres de la gare et à 3,9 km du Zénith, l'établissement La Parenthèse Envoutée propose des hébergements avec une connexion Wi-Fi gratuite et un coin salon. Vous profiterez d'une baignoire spa et d'un jacuzzi.

Tous les logements comprennent une kitchenette entièrement équipée avec une table à manger, une télévision à écran plat avec des services de streaming ainsi qu'une salle de bains privative pourvue d'une douche à l'italienne, de peignoirs et de chaussons. Un micro-ondes, un réfrigérateur, un minibar et une machine à café sont également fournis.

L'espace bien-être de l'appart'hôtel comprend un jacuzzi et un spa.

Vous séjournerez à proximité du parc des jardins flottants, du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 65 km.",https://www.booking.com/hotel/fr/aux-caves.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from=searchresults
275,Amiens ,Le Cottage des Hortillonnages,"9,3",49.89755206,2.31635948,"Situé à Amiens, à 1,5 km de la gare et à 5,1 km du Zénith, l'établissement Le Cottage des Hortillonnages propose la climatisation. Offrant une vue sur le jardin, il dispose d'un jardin, d'un barbecue et d'une connexion Wi-Fi gratuite dans tout l'établissement.

Offrant une vue sur le lac, cet appartement dispose d'une terrasse, d'une chambre, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un lave-vaisselle et un four, ainsi que d'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis.

Une aire de pique-nique est disponible sur place. Vous pourrez pêcher à proximité.

Vous séjournerez à proximité du parc des jardins flottants, du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 66 km.",https://www.booking.com/hotel/fr/le-cottage-des-hortillons.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from_sustainable_property_sr=1&from=searchresults
276,Amiens ,"Escale bohème : calme et terrasse, proche gare","9,1",49.886286,2.3062299,"Doté d'une terrasse, l'Escale bohème: calme et terrasse, proche gare est situé à Amiens, à seulement 600 mètres de la gare et à 1,4 km du parc des jardins flottants. Il se trouve à 3,6 km du Zénith d'Amiens et propose un service de concierge.

Doté d'une connexion Wi-Fi gratuite, cet appartement 1 chambre dispose d'une télévision à écran plat, d'un lave-linge ainsi que d'une cuisine avec un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 1,1 km du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 65 km.",https://www.booking.com/hotel/fr/escale-boheme-calme-et-terrasse-proche-gare.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from_sustainable_property_sr=1&from=searchresults
277,Amiens ,LES PERLES AMIENOISES✩BLACK PEARL☆HYPER CENTRE☆,"9,1",49.8925625,2.3052844,"L'établissement LES PERLES AMIENOISES est situé à 3,8 km du Zénith d'Amiens, à 800 mètres du parc des jardins flottants et à 400 mètres du musée Berny.Le ✩BLACK PEARL☆HYPER CENTRE☆ propose un hébergement à Amiens. Il est situé à 400 mètres de la gare d'Amiens et dispose d'une réception ouverte 24h/24.

Doté d'une connexion Wi-Fi gratuite, cet appartement 1 chambre dispose d'une télévision à écran plat ainsi que d'une cuisine avec un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 500 mètres du tribunal de grande instance d'Amiens et à 5,1 km de l'université de Picardie Jules Verne. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 66 km.",https://www.booking.com/hotel/fr/les-perles-amienoisesblack-pearlhyper-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AuTS66gGwAIB0gIkZjgxYWRiYzgtM2QwNy00ZWUwLTgxZGEtMTc0ODQyYzVmNDJm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=ab3070b216ab0255&srepoch=1696262502&from=searchresults
